-1.869735936000000000e+09,-1.857443328000000000e+09,0.000000000000000000e+00,9.206817600000000000e+07
-1.840760064000000000e+09,-1.871853568000000000e+09,0.000000000000000000e+00,5.445496000000000000e+07
-1.839808256000000000e+09,-1.873872256000000000e+09,0.000000000000000000e+00,3.720227200000000000e+07
-1.834476032000000000e+09,-1.874510464000000000e+09,0.000000000000000000e+00,2.447352800000000000e+07
-1.832903552000000000e+09,-1.874040320000000000e+09,0.000000000000000000e+00,1.454376400000000000e+07
-1.830482560000000000e+09,-1.873094272000000000e+09,0.000000000000000000e+00,6.494375500000000000e+06
-1.829664896000000000e+09,-1.871192576000000000e+09,0.000000000000000000e+00,-2.018486375000000000e+06
-1.827653888000000000e+09,-1.869037184000000000e+09,0.000000000000000000e+00,-8.830144000000000000e+06
-1.827833088000000000e+09,-1.865320448000000000e+09,0.000000000000000000e+00,-2.041265400000000000e+07
-1.823972992000000000e+09,-1.850092544000000000e+09,0.000000000000000000e+00,-3.084951000000000000e+07
-1.884857088000000000e+09,-1.828944128000000000e+09,0.000000000000000000e+00,5.435743600000000000e+07
-1.863839872000000000e+09,-1.851889536000000000e+09,0.000000000000000000e+00,4.767077200000000000e+07
-1.849314432000000000e+09,-1.859019648000000000e+09,0.000000000000000000e+00,3.230005400000000000e+07
-1.843862016000000000e+09,-1.862332928000000000e+09,0.000000000000000000e+00,2.242484800000000000e+07
-1.838660608000000000e+09,-1.862966400000000000e+09,0.000000000000000000e+00,1.367138900000000000e+07
-1.835861120000000000e+09,-1.862284672000000000e+09,0.000000000000000000e+00,6.246733000000000000e+06
-1.833434624000000000e+09,-1.859964672000000000e+09,0.000000000000000000e+00,-6.286277500000000000e+05
-1.831790720000000000e+09,-1.855933056000000000e+09,0.000000000000000000e+00,-7.421822000000000000e+06
-1.830381696000000000e+09,-1.847524992000000000e+09,0.000000000000000000e+00,-1.531042900000000000e+07
-1.825575552000000000e+09,-1.830107648000000000e+09,0.000000000000000000e+00,-1.735555400000000000e+07
-1.887409664000000000e+09,-1.828958464000000000e+09,0.000000000000000000e+00,3.688599600000000000e+07
-1.871501184000000000e+09,-1.838048256000000000e+09,0.000000000000000000e+00,3.194344400000000000e+07
-1.859104640000000000e+09,-1.847991808000000000e+09,0.000000000000000000e+00,2.619952000000000000e+07
-1.849558528000000000e+09,-1.851678720000000000e+09,0.000000000000000000e+00,1.816932600000000000e+07
-1.843982208000000000e+09,-1.853566080000000000e+09,0.000000000000000000e+00,1.179984400000000000e+07
-1.839670016000000000e+09,-1.852834816000000000e+09,0.000000000000000000e+00,5.968666000000000000e+06
-1.836719744000000000e+09,-1.850617984000000000e+09,0.000000000000000000e+00,2.027507343750000000e+05
-1.834787328000000000e+09,-1.846002432000000000e+09,0.000000000000000000e+00,-4.503999500000000000e+06
-1.831877120000000000e+09,-1.837764736000000000e+09,0.000000000000000000e+00,-9.243892000000000000e+06
-1.828770816000000000e+09,-1.831457152000000000e+09,0.000000000000000000e+00,-1.178830700000000000e+07
-1.888821504000000000e+09,-1.824053888000000000e+09,0.000000000000000000e+00,2.351433200000000000e+07
-1.875067008000000000e+09,-1.833773824000000000e+09,0.000000000000000000e+00,2.163787800000000000e+07
-1.863019904000000000e+09,-1.839216256000000000e+09,0.000000000000000000e+00,1.755368600000000000e+07
-1.853971968000000000e+09,-1.844157568000000000e+09,0.000000000000000000e+00,1.374587200000000000e+07
-1.846969216000000000e+09,-1.845467776000000000e+09,0.000000000000000000e+00,9.036373000000000000e+06
-1.842210944000000000e+09,-1.845678592000000000e+09,0.000000000000000000e+00,5.126268500000000000e+06
-1.839135360000000000e+09,-1.843350912000000000e+09,0.000000000000000000e+00,1.129122000000000000e+06
-1.836192512000000000e+09,-1.839427072000000000e+09,0.000000000000000000e+00,-2.169978500000000000e+06
-1.834320000000000000e+09,-1.835100672000000000e+09,0.000000000000000000e+00,-5.948814000000000000e+06
-1.831633792000000000e+09,-1.827434752000000000e+09,0.000000000000000000e+00,-8.192531000000000000e+06
-1.889239936000000000e+09,-1.823518336000000000e+09,0.000000000000000000e+00,1.299430100000000000e+07
-1.875958912000000000e+09,-1.828987008000000000e+09,0.000000000000000000e+00,1.185642700000000000e+07
-1.864736768000000000e+09,-1.834899968000000000e+09,0.000000000000000000e+00,1.057119000000000000e+07
-1.855116672000000000e+09,-1.837777024000000000e+09,0.000000000000000000e+00,8.165283500000000000e+06
-1.848311808000000000e+09,-1.840107648000000000e+09,0.000000000000000000e+00,6.300165500000000000e+06
-1.843354752000000000e+09,-1.839646720000000000e+09,0.000000000000000000e+00,3.664977500000000000e+06
-1.839731968000000000e+09,-1.838574848000000000e+09,0.000000000000000000e+00,1.458350500000000000e+06
-1.837815168000000000e+09,-1.835829120000000000e+09,0.000000000000000000e+00,-7.701044375000000000e+05
-1.835763712000000000e+09,-1.831306496000000000e+09,0.000000000000000000e+00,-3.784072000000000000e+06
-1.834475136000000000e+09,-1.828849408000000000e+09,0.000000000000000000e+00,-5.588124000000000000e+06
-1.888895360000000000e+09,-1.821318528000000000e+09,0.000000000000000000e+00,3.715913750000000000e+06
-1.875711360000000000e+09,-1.827217664000000000e+09,0.000000000000000000e+00,3.743917750000000000e+06
-1.863456768000000000e+09,-1.830787584000000000e+09,0.000000000000000000e+00,3.476441000000000000e+06
-1.854680832000000000e+09,-1.834145152000000000e+09,0.000000000000000000e+00,3.732636500000000000e+06
-1.847337344000000000e+09,-1.835204864000000000e+09,0.000000000000000000e+00,2.622868000000000000e+06
-1.842737152000000000e+09,-1.836174592000000000e+09,0.000000000000000000e+00,2.545471000000000000e+06
-1.839859200000000000e+09,-1.834617984000000000e+09,0.000000000000000000e+00,9.672322500000000000e+05
-1.837746176000000000e+09,-1.833084160000000000e+09,0.000000000000000000e+00,-7.657293750000000000e+04
-1.837415936000000000e+09,-1.830818176000000000e+09,0.000000000000000000e+00,-1.914163250000000000e+06
