1.871687709353864193e-04,1.462284242734313011e-03,-6.948547065258026123e-02
1.911816070787608624e-04,1.631602295674383640e-03,-1.475443542003631592e-01
1.181259691435590038e-33,1.615262590348720551e-03,-1.629227846860885620e-01
-1.151880424004048109e-04,1.467226538807153702e-03,-8.719036728143692017e-02
-2.781767689157277346e-04,1.022152369841933250e-03,-2.893273718655109406e-02
1.897247420856729150e-04,1.046136487275362015e-03,-8.363286033272743225e-03
6.056030397303402424e-04,1.409049495123326778e-03,-7.349960505962371826e-02
5.569874192588031292e-04,1.623695134185254574e-03,-1.502145230770111084e-01
1.358801091555505991e-04,-7.950517465360462666e-05,1.877128146588802338e-02
1.797049771994352341e-04,2.304068766534328461e-04,2.811415307223796844e-02
-4.756654016091488302e-05,1.545439881738275290e-04,8.435390889644622803e-03
9.437393029084386244e-34,9.437393029084386244e-34,4.063765546541969506e-44
-2.114367234753444791e-04,4.319153085816651583e-04,1.899447408504784107e-03
2.166227495763450861e-04,4.285429022274911404e-04,2.211202494800090790e-02
6.500450544990599155e-04,1.069630030542612076e-03,-1.350080035626888275e-02
7.269501802511513233e-04,1.436618389561772346e-03,-9.376314282417297363e-02
7.384211639873683453e-04,1.702864887192845345e-03,-1.713086813688278198e-01
1.304570469073951244e-03,1.522115431725978851e-03,-1.350341439247131348e-01
1.575597096234560013e-03,1.549947075545787811e-03,-2.015066593885421753e-01
1.439231797121465206e-03,1.718099345453083515e-03,-2.776052057743072510e-01
1.260466990061104298e-03,1.756472978740930557e-03,-2.139587551355361938e-01
5.375365144573152065e-04,-2.107047766912728548e-04,2.102711051702499390e-02
4.874224541708827019e-04,2.988680789712816477e-04,3.149179741740226746e-02
5.579629214480519295e-04,5.552422371692955494e-04,2.046244218945503235e-02
7.638129754923284054e-04,1.063635339960455894e-03,-3.485748544335365295e-02
1.357155502773821354e-03,1.037084613926708698e-03,-7.668684422969818115e-02
1.681190798990428448e-03,1.050690421834588051e-03,-1.449934989213943481e-01
1.101412926800549030e-03,-1.640537375351414084e-04,-2.732907654717564583e-03
1.042488147504627705e-03,2.630273520480841398e-04,9.236184880137443542e-03
8.982917061075568199e-04,6.024271715432405472e-04,-9.074992849491536617e-04
1.692390651442110538e-03,1.458958577131852508e-04,-1.031668186187744141e-01
